letter,x,y,z
*,35.98723210214318,29.790241678066575,10
*,29.516735987324225,25.99128540305011,10
*,35.98692810457516,21.58169934640523,10
*,29.117647058823533,38.03921568627451,10
*,29.117647058823533,13.23529411764706,10
*,24.346405228758172,28.600217864923746,10
*,19.371822803195354,19.78213507625272,10
*,27.54098360655738,24.104789456766312,10
*,21.60042395336513,30.259671436142025,10
*,29.117647058823533,16.862745098039216,10
*,32.782446311858074,27.866479925303455,10
*,39.34491978609626,19.572192513368982,10
*,29.117647058823533,34.2156862745098,10
*,26.87955182072829,27.064425770308123,10
+,29.31372549019608,15.686274509803924,10
+,29.75887652358241,26.67196608373079,10
+,25.19607843137255,26.47058823529412,10
+,42.450980392156865,26.47058823529412,10
+,13.691389599317992,26.47058823529412,10
+,29.31372549019608,41.76470588235294,10
+,29.31372549019608,34.705882352941174,10
+,19.705882352941178,26.47058823529412,10
+,36.372549019607845,26.47058823529412,10
+,29.31372549019608,11.470588235294118,10
+,29.31372549019608,30.784313725490193,10
+,16.66666666666666,26.47058823529412,10
+,29.31372549019608,23.235294117647058,10
+,45.03444621091681,26.47058823529412,10
+,27.54901960784314,26.47058823529412,10
+,22.647058823529413,26.47058823529412,10
+,33.13725490196078,26.47058823529412,10
+,39.509803921568626,26.47058823529412,10
+,29.31372549019608,38.333333333333336,10
+,29.31372549019608,19.607843137254903,10
",",30.686274509803923,0.4901960784313726,10
",",30.294117647058822,8.137254901960784,10
",",28.687782805429862,5.02262443438914,10
",",31.470588235294116,3.0392156862745097,10
",",27.07282913165266,6.764705882352941,10
",",31.470588235294116,5.098039215686274,10
",",30.915032679738562,7.516339869281046,10
",",29.647058823529413,8.803921568627452,10
",",28.03921568627451,8.03921568627451,10
",",30.915032679738562,6.209150326797386,10
",",31.30252100840336,1.764705882352942,10
",",29.575163398692812,4.8692810457516345,10
",",27.84313725490196,5.88235294117647,10
",",31.40819964349376,6.827094474153298,10
",",28.464052287581698,8.4640522875817,10
",",30.294117647058822,5.588235294117647,10
",",31.470588235294116,4.117647058823529,10
",",27.516339869281047,7.516339869281046,10
",",31.470588235294116,5.980392156862745,10
",",28.954248366013072,8.954248366013072,10
-,30.49019607843137,26.47058823529412,10
-,17.843137254901958,26.47058823529412,10
-,41.17647058823529,26.47058823529412,10
-,24.509803921568626,26.47058823529412,10
-,12.905525846702318,26.47058823529412,10
-,39.411764705882355,26.47058823529412,10
-,44.313725490196084,26.47058823529412,10
-,34.31372549019608,26.47058823529412,10
-,26.372549019607845,26.47058823529412,10
-,14.411764705882355,26.47058823529412,10
-,21.274509803921568,26.47058823529412,10
-,36.07843137254902,26.47058823529412,10
-,19.607843137254903,26.47058823529412,10
-,28.43137254901961,26.47058823529412,10
-,16.07843137254902,26.47058823529412,10
-,32.45098039215686,26.47058823529412,10
-,22.84313725490196,26.47058823529412,10
-,42.84313725490196,26.47058823529412,10
-,45.62435500515996,26.47058823529412,10
-,37.74509803921569,26.47058823529412,10
.,29.490196078431374,8.980392156862745,10
.,30.03921568627451,5.372549019607843,10
.,27.679738562091504,6.045751633986928,10
.,31.30718954248366,7.124183006535948,10
.,26.9187675070028,6.862745098039216,10
.,30.294117647058822,8.137254901960784,10
.,28.651960784313722,5.049019607843137,10
.,27.908496732026144,7.908496732026144,10
.,30.784313725490197,6.078431372549019,10
.,29.259259259259263,4.684095860566449,10
.,28.49673202614379,8.49673202614379,10
.,27.287581699346404,6.437908496732026,10
.,30.392156862745097,5.686274509803922,10
.,29.836601307189543,8.594771241830065,10
.,28.137254901960784,5.588235294117647,10
.,29.019607843137255,9.019607843137255,10
.,30.784313725490197,7.647058823529412,10
.,31.26050420168067,6.526610644257704,10
.,27.352941176470587,7.352941176470589,10
.,29.764705882352942,5.019607843137255,10
/,32.338235294117645,31.24019607843137,10
/,20.17825311942959,9.637551990493161,10
/,42.71049596309111,49.65397923875432,10
/,26.714361420243772,21.26126126126126,10
/,15.507497116493656,1.3667820069204133,10
/,41.07843137254902,46.764705882352935,10
/,45.75816993464052,55.078431372549026,10
/,35.98834128245893,37.72655007949126,10
/,23.350634371395614,15.288350634371398,10
/,30.431372549019606,27.84313725490196,10
/,37.72875816993464,40.82244008714597,10
/,17.13606654783125,4.218657159833629,10
/,34.20020639834881,34.545923632610936,10
/,28.524251805985553,24.478844169246646,10
/,18.646426312460466,6.932321315623021,10
/,25.00280112044818,18.207282913165265,10
/,21.752822341057637,12.442067736185383,10
/,44.28921568627451,52.45710784313725,10
/,47.15686274509803,57.549019607843135,10
/,39.42296918767507,43.831932773109244,10
0,32.733333333333334,53.38823529411765,10
0,29.5108146351324,4.566403881140058,10
0,14.48422847399829,41.47769252628588,10
0,45.380622837370254,25.288350634371398,10
0,12.663865546218489,28.431372549019606,10
0,44.41176470588235,38.627450980392155,10
0,14.947428246660982,15.191815856777492,10
0,41.313489251122135,10.949681077250172,10
0,23.08084877786731,5.769540692989533,10
0,39.247311827956985,50.09803921568627,10
0,16.86274509803922,47.05882352941177,10
0,44.06574394463669,17.964244521337946,10
0,13.199643493761133,35.09803921568627,10
0,45.487269534679555,32.039800995024876,10
0,36.42459452916969,6.233357540547079,10
0,13.508615567439092,21.764705882352942,10
0,18.152027934461458,9.290894439967776,10
0,20.79171291157973,51.50573436921938,10
0,27.78050108932462,53.78812636165577,10
0,42.74821039526921,44.81481481481481,10
1,31.470588235294116,49.509803921568626,10
1,31.470588235294116,25.490196078431374,10
1,31.470588235294116,6.274509803921571,10
1,31.470588235294116,35.09803921568627,10
1,21.167945439045184,45.10656436487639,10
1,31.470588235294116,19.41176470588235,10
1,31.470588235294116,40.882352941176464,10
1,26.52173913043478,48.772378516624045,10
1,31.470588235294116,13.333333333333332,10
1,31.15904139433551,52.631808278867105,10
1,31.470588235294116,28.823529411764707,10
1,31.470588235294116,9.90196078431373,10
1,31.470588235294116,22.352941176470587,10
1,31.470588235294116,46.470588235294116,10
1,24.133986928104576,46.666666666666664,10
1,31.470588235294116,38.03921568627451,10
1,28.725490196078432,50.98039215686274,10
1,31.470588235294116,32.05882352941176,10
1,31.470588235294116,43.627450980392155,10
1,31.470588235294116,16.47058823529412,10
2,29.41176470588235,4.509803921568615,10
2,32.56791873375856,53.756201275691026,10
2,36.746427384513126,28.860086407444335,10
2,17.745098039215687,9.509803921568631,10
2,15.259259259259268,44.22222222222222,10
2,42.71988795518208,45.036414565826334,10
2,42.48433393976147,4.5098039215686185,10
2,25.490196078431374,17.254901960784316,10
2,20.78005115089514,51.88832054560955,10
2,15.348739495798313,5.032212885154053,10
2,42.68865121806299,38.9007724301842,10
2,26.81818181818182,53.89705882352942,10
2,22.450980392156865,4.5098039215686185,10
2,29.281045751633986,21.045751633986928,10
2,36.07843137254902,4.5098039215686185,10
2,21.60130718954248,13.366013071895427,10
2,39.51974992895708,50.30690537084399,10
2,40.08169934640523,33.787581699346404,10
2,17.19570847206807,48.49056603773585,10
2,33.03921568627451,24.80392156862745,10
3,36.004901960784316,6.01307189542484,10
3,32.05882352941176,53.921568627450995,10
3,40.77243018419489,32.525252525252526,10
3,24.255156608097785,4.79246243952127,10
3,44.561085972850684,15.538461538461538,10
3,41.476137624861266,52.99667036625972,10
3,31.02808691043985,36.02013778484367,10
3,19.27997428479589,53.921568627450995,10
3,41.226533166458076,9.572382144347102,10
3,34.20677361853832,41.73202614379085,10
3,27.549019607843135,53.921568627450995,10
3,14.107676969092722,11.159853772017279,10
3,29.81304149566803,4.555403556771555,10
3,45.496049165935034,21.963710857477317,10
3,36.86274509803922,53.921568627450995,10
3,23.333333333333336,53.921568627450995,10
3,18.298812482739578,6.793703396851701,10
3,35.67538126361656,34.90468409586057,10
3,38.23529411764706,47.123111539697845,10
3,44.08446455505279,27.755656108597286,10
4,36.17647058823529,13.431372549019606,10
4,36.1764705882353,46.372549019607845,10
4,24.41176470588235,20.98039215686274,10
4,36.1764705882353,25.686274509803923,10
4,14.610400682011928,21.960784313725483,10
4,36.1764705882353,35.88235294117647,10
4,26.452040275569686,40.13513513513514,10
4,45.62181036798281,20.98039215686274,10
4,22.17343275338304,34.12317039491853,10
4,36.734360410831,19.801587301587297,10
4,35.245564892623705,51.32773109243698,10
4,36.17647058823529,7.3529411764705905,10
4,29.509803921568626,20.98039215686274,10
4,40.94677871148459,20.983193277310924,10
4,19.378224974200208,20.97781217750258,10
4,30.62860438292964,45.9919261822376,10
4,17.91810841983852,28.160322952710498,10
4,36.1764705882353,41.17647058823529,10
4,34.53958798709357,21.303052866716307,10
4,36.1764705882353,30.68627450980392,10
5,28.725490196078432,53.92156862745097,10
5,37.49213265553135,6.70781893004116,10
5,36.33384932920537,35.78431372549019,10
5,16.685049019607845,47.15686274509804,10
5,14.190385831752053,11.030993042378242,10
5,45.15479876160991,17.94117647058824,10
5,24.941643323996264,4.698879551820742,10
5,23.626324092855533,37.00698670272707,10
5,16.582119086166575,35.085447022845834,10
5,38.56298683857104,53.92156862745097,10
5,23.52941176470588,53.92156862745097,10
5,42.24058162590879,10.830579422780342,10
5,41.80598555211558,31.607327141382868,10
5,30.813279857397504,4.668003565062385,10
5,18.36165577342048,53.178649237472754,10
5,18.653948065712772,6.6216216216216175,10
5,16.005692599620495,40.98039215686274,10
5,44.85838779956427,25.272331154684096,10
5,29.786683904330964,37.39711269123033,10
5,33.72549019607843,53.92156862745097,10
6,29.79930795847751,34.871972318339104,10
6,35.41335453100159,5.800211976682569,10
6,32.01168929110106,53.76508295625943,10
6,18.027848820687694,11.42654163114521,10
6,44.67365028203064,15.930701047542309,10
6,41.68988648090815,29.396284829721363,10
6,16.452090270070297,28.494265630780614,10
6,16.777493606138094,41.1821540210287,10
6,41.29992737835875,49.905591866376184,10
6,29.14565826330532,4.796918767507023,10
6,23.367779544250133,32.927927927927925,10
6,23.715686274509803,51.754901960784316,10
6,41.08039215686274,9.423529411764704,10
6,22.747678018575854,6.965944272445828,10
6,15.481283422459878,34.705882352941174,10
6,15.46114742193174,23.482207697893973,10
6,36.21176470588235,33.49019607843137,10
6,44.868820767743735,22.99088649544325,10
6,15.955091714105006,17.450980392156865,10
6,19.158371040723978,46.977375565610856,10
7,33.72549019607843,53.92156862745098,10
7,30.73425114726742,22.599082186065917,10
7,43.157679738562095,48.67238562091503,10
7,21.666666666666668,53.92156862745098,10
7,22.82732447817837,5.983554712207464,10
7,39.21568627450981,40.3921568627451,10
7,32.9328327075511,27.204839382561538,10
7,41.308377896613194,53.925133689839576,10
7,26.47058823529412,13.637254901960791,10
7,35.08135168961201,31.727158948685858,10
7,25.58823529411765,53.92156862745098,10
7,14.279788838612369,53.92156862745099,10
7,37.64705882352941,53.92156862745098,10
7,29.607843137254903,53.92156862745098,10
7,24.583995760466347,9.666136724960253,10
7,28.54901960784314,17.999999999999996,10
7,37.17980809345015,36.12432206925323,10
7,17.84313725490196,53.92156862745098,10
7,44.62483660130719,53.14248366013072,10
7,41.163682864450124,44.492753623188406,10
8,31.870840079150923,53.80284223781254,10
8,32.23529411764706,4.6050420168067205,10
8,24.81549141395689,33.41493118986725,10
8,43.10457516339869,25.32176973353444,10
8,13.105785524086183,14.166061486322922,10
8,42.92936451689109,42.65296480037799,10
8,16.123819898329707,48.04647785039942,10
8,44.462855564761114,11.748135874067934,10
8,39.065873540427404,36.65565102445473,10
8,13.57193479801559,22.137963619182614,10
8,31.932571589786996,33.32769078854563,10
8,41.34656272147413,49.82754547602174,10
8,17.634271099744247,7.327365728900251,10
8,24.680025856496442,53.57466063348414,10
8,39.90196078431372,6.8003565062388525,10
8,18.896358543417364,29.168067226890756,10
8,17.37109658678287,38.63108206245461,10
8,25.22558537978298,4.7115933752141785,10
8,45.52287581699345,18.725490196078432,10
8,38.044308632543924,30.173160173160174,10
9,33.2275831680987,5.866931042079752,10
9,36.5359477124183,50.751633986928105,10
9,38.330683624801274,27.75039745627981,10
9,19.693627450980387,26.25735294117647,10
9,12.94901960784312,37.8718954248366,10
9,42.672858617131055,39.545923632610936,10
9,17.794623003840712,7.748130179907012,10
9,38.62514417531718,10.435986159169548,10
9,26.326949384404926,23.70497036023712,10
9,14.914693149987272,31.443850267379677,10
9,25.642112700936227,4.68115173997526,10
9,14.223856209150325,44.21568627450981,10
9,42.60380622837373,33.02768166089965,10
9,28.9677047289504,53.638985005767005,10
9,41.65797964755523,17.597418714321172,10
9,32.66143790849673,24.48104575163398,10
9,40.82405935347111,45.951245363010074,10
9,43.02941176470587,25.392156862745097,10
9,23.03921568627451,52.549019607843135,10
9,17.681660899653977,49.4434832756632,10
:,29.472096530920062,33.04675716440423,10
:,30.359477124183005,8.071895424836601,10
:,29.22722029988466,37.08189158016148,10
:,27.875816993464053,7.875816993464053,10
:,27.091503267973856,35.08169934640523,10
:,31.225490196078432,35.28186274509804,10
:,30.326797385620914,5.620915032679736,10
:,27.47058823529412,6.235294117647054,10
:,29.25028835063437,4.809688581314882,10
:,29.575163398692812,8.856209150326798,10
:,30.326797385620914,36.33986928104575,10
:,30.641711229946523,34.06417112299465,10
:,27.98573975044563,36.1319073083779,10
:,31.236802413273,6.5460030165912535,10
:,27.679738562091504,34.28104575163398,10
:,27.100840336134453,7.030812324929972,10
:,28.235294117647058,5.490196078431369,10
:,28.687782805429862,8.702865761689292,10
:,31.07843137254902,7.352941176470587,10
:,28.491704374057313,33.45399698340874,10
;,30.098039215686274,5.392156862745098,10
;,30.249554367201426,33.672014260249554,10
;,31.45098039215686,2.647058823529413,10
;,28.431372549019606,36.56862745098039,10
;,27.15686274509804,7.026143790849673,10
;,30.65359477124183,36.01307189542483,10
;,29.458450046685343,8.804855275443511,10
;,31.470588235294116,4.509803921568629,10
;,28.90608875128999,4.912280701754387,10
;,27.170868347338935,34.803921568627445,10
;,30.838779956427015,0.7843137254901951,10
;,30.726643598615915,7.716262975778548,10
;,28.03921568627451,33.92156862745098,10
;,29.553376906318086,37.015250544662315,10
;,28.166089965397923,8.177623990772782,10
;,27.77777777777778,5.947712418300654,10
;,29.019607843137255,33.06372549019607,10
;,31.27789046653144,6.294793779580798,10
;,27.54901960784314,35.68627450980392,10
;,31.241830065359476,34.91503267973856,10
<,30.068027210884352,35.746298519407766,10
<,31.13624937154349,15.801910507792856,10
<,18.959694989106758,22.663398692810457,10
<,36.84095860566449,12.603485838779957,10
<,44.07204742362062,43.62061103511172,10
<,37.29752770673487,39.81670929241262,10
<,22.25867269984917,31.346153846153843,10
<,14.29590017825312,26.434937611408202,10
<,24.940219990435196,19.29220468675275,10
<,34.048754636989926,14.175940646528879,10
<,44.52877925363694,8.273244781783681,10
<,33.73800584063412,37.81810596579057,10
<,18.146503884572695,29.034406215316316,10
<,26.239907727797004,33.59861591695502,10
<,16.218487394957982,24.201680672268907,10
<,21.862745098039216,21.031991744066048,10
<,39.515570934256054,11.089965397923876,10
<,42.07961972667855,9.649435531788466,10
<,28.077474892395983,17.527498804399805,10
<,40.739750445632794,41.75579322638147,10
=,31.56862745098039,32.15686274509804,10
=,31.666666666666664,20.7843137254902,10
=,18.627450980392158,20.784313725490197,10
=,44.151348039215684,32.15686274509804,10
=,13.789515806322532,32.15686274509804,10
=,41.96078431372549,20.784313725490197,10
=,23.725490196078432,32.15686274509804,10
=,35.3921568627451,20.7843137254902,10
=,35.78431372549019,32.15686274509804,10
=,24.6078431372549,20.7843137254902,10
=,20.19607843137255,32.15686274509804,10
=,13.396926338102807,20.784313725490197,10
=,27.54901960784314,32.15686274509804,10
=,27.941176470588236,20.7843137254902,10
=,21.568627450980394,20.784313725490197,10
=,16.96078431372549,32.15686274509804,10
=,40.0,32.15686274509804,10
=,15.882352941176467,20.784313725490197,10
=,44.83812129502964,20.784313725490197,10
=,38.82352941176471,20.7843137254902,10
>,30.7174688057041,17.682709447415327,10
>,24.404924760601915,38.02553579571364,10
>,39.59150326797386,29.477124183006538,10
>,20.840336134453786,12.124183006535942,10
>,14.459644322845417,43.6297309621523,10
>,41.20204603580562,23.57630008525149,10
>,27.618364418938306,36.21712099473936,10
>,27.387140902872776,15.813953488372094,10
>,36.76470588235294,31.07843137254902,10
>,34.12200435729847,19.59912854030501,10
>,21.07843137254902,39.901960784313715,10
>,14.380679100908658,8.488761358201813,10
>,24.136321195144724,13.972922502334267,10
>,44.419800707168115,25.9048537447766,10
>,33.815987933634986,32.73001508295626,10
>,17.751937984496124,41.77838577291382,10
>,37.64288694201085,21.576971214017522,10
>,42.272202998846595,27.975778546712803,10
>,17.563025210084035,10.26610644257704,10
>,30.75561932089909,34.45241511238642,10
?,30.754475703324808,6.526001705029845,10
?,33.16630355846042,53.776325344952795,10
?,36.7459324155194,31.802252816020026,10
?,18.185017596782302,49.88939165409754,10
?,43.22812051649929,41.22907699665232,10
?,40.95907928388747,48.763853367433924,10
?,29.117647058823533,23.235294117647058,10
?,29.313725490196077,53.92156862745098,10
?,40.047930283224396,34.1917211328976,10
?,15.068330362448002,43.6541889483066,10
?,29.665513264129185,27.689350249903885,10
?,28.066128412149173,5.813148788927322,10
?,25.511586452762923,53.84670231729055,10
?,42.79302832244009,45.22004357298475,10
?,21.195445920303605,52.169512966476915,10
?,28.881461675579324,8.431372549019603,10
?,16.274509803921568,46.764705882352935,10
?,42.19607843137255,37.529411764705884,10
?,33.057989153108046,29.962453066332916,10
?,38.01407742584213,51.63398692810458,10
@,29.332058026462615,19.98565279770444,10
@,28.931372549019606,38.25490196078431,10
@,19.096550012410024,14.519731943410276,10
@,44.97957516339869,37.19566993464052,10
@,11.685796269727415,27.3194643711143,10
@,43.10675381263617,20.71895424836601,10
@,16.746390864037927,41.87244128420599,10
@,31.22373949579832,46.62464985994397,10
@,36.39080459770117,34.635564570655845,10
@,31.367824238128986,11.56154027876211,10
@,21.093721892426693,33.23259579060982,10
@,23.713956170703575,45.87081891580161,10
@,21.62309368191721,24.13035584604212,10
@,36.75825593395254,23.940918472652218,10
@,14.124820659971304,19.854136776661882,10
@,37.583621683967706,13.50922722029989,10
@,39.86751457339692,43.409291644585764,10
@,46.92242114237001,28.333333333333332,10
@,25.564043799337917,11.889483065953645,10
@,12.66448801742919,35.089324618736384,10
A,29.395077179808094,51.71881518564873,10
A,29.80392156862745,20.98039215686274,10
A,19.2123629112662,27.67364572947823,10
A,44.08403361344538,14.686274509803921,10
A,11.349924585218705,7.047511312217193,10
A,39.06643254316652,27.860696517412936,10
A,15.279034690799389,17.352941176470587,10
A,34.263220439691025,40.46642899584076,10
A,23.368347338935575,38.581932773109244,10
A,35.3921568627451,20.98039215686274,10
A,24.019607843137255,20.98039215686274,10
A,13.333333333333336,12.244897959183673,10
A,40.75013491635186,21.217844936139592,10
A,46.72608437314318,7.751039809863336,10
A,18.25889615105302,21.6158315177923,10
A,21.322698570953804,33.22366234629445,10
A,36.63783160322953,34.22722029988466,10
A,26.95294117647059,47.98823529411764,10
A,32.05104263927793,46.268285091814505,10
A,25.211161387631975,43.42760180995475,10
B,31.274509803921568,30.3921568627451,10
B,28.03921568627451,4.70588235294116,10
B,46.071949440933416,39.8185059147626,10
B,23.692307692307693,53.92307692307695,10
B,14.019607843137246,23.03921568627451,10
B,46.741637831603214,18.713956170703575,10
B,14.019607843137221,41.76470588235294,10
B,15.107925523150438,6.042181578513741,10
B,32.450980392156865,53.816213052385145,10
B,39.46391322486441,30.84897788902795,10
B,34.394714407502136,4.876385336743375,10
B,23.137254901960784,30.3921568627451,10
B,15.509674068302825,52.376314764316334,10
B,21.470588235294116,4.70588235294116,10
B,43.130826100932175,49.69623915139826,10
B,14.01960784313724,14.607843137254902,10
B,15.194338090265685,31.155586494953013,10
B,44.8202614379085,24.765795206971678,10
B,45.7433606353934,12.030280466617029,10
B,41.174019607843135,6.965686274509807,10
C,27.557287975431137,4.750767776990308,10
C,25.290552584670234,53.42959001782533,10
C,13.104575163398696,39.21568627450981,10
C,41.51069518716577,49.728163992869874,10
C,11.840958605664497,23.812636165577345,10
C,45.625,14.001225490196077,10
C,17.980736154110765,10.068799449604406,10
C,34.96251441753172,53.56113033448674,10
C,38.03289057558508,6.189120809614167,10
C,19.161693662972436,49.54248366013071,10
C,45.33386327503975,44.95495495495495,10
C,15.09803921568627,14.313725490196079,10
C,11.753812636165577,33.92156862745098,10
C,30.0,53.921568627450995,10
C,32.91176470588235,4.715686274509796,10
C,15.358543417366942,44.62464985994397,10
C,13.192294461644307,19.047127622979016,10
C,22.042232277526395,6.666666666666671,10
C,11.666666666666657,28.823529411764707,10
